Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,105.22,1.77,49.79
5.71,82.77,1.59,57.92
6.74,89.91,1.71,46.81
7.77,97.73,2.73,60.70
8.78,91.31,1.84,54.27
9.78,89.34,1.32,50.38
10.84,84.22,1.24,53.64
11.85,80.61,1.38,58.56
12.85,87.97,1.32,54.11
13.88,79.50,1.46,53.17
14.88,79.53,2.65,76.06
15.88,87.80,2.12,64.10
16.88,92.33,3.03,55.43
17.88,85.39,3.92,58.68
18.89,93.81,2.69,55.41
19.89,98.83,1.82,60.68
20.89,95.08,1.52,62.70
21.89,95.20,1.88,61.33
22.89,99.59,2.91,80.80
23.89,95.87,1.23,64.71
24.96,95.90,2.70,52.80
25.93,98.86,2.68,63.89
