Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.13,100.71,1.77,49.79
5.31,119.23,1.59,57.92
6.34,111.25,1.71,46.81
7.37,123.05,2.73,60.70
8.44,117.74,1.84,54.27
9.48,113.49,1.32,50.38
10.51,107.84,1.24,53.64
11.54,113.61,1.38,58.56
12.61,105.74,1.32,54.11
13.65,112.79,1.46,53.17
14.68,113.04,2.65,76.06
15.72,112.56,2.12,64.10
16.78,108.75,3.03,55.43
17.82,103.18,3.92,58.68
18.82,107.04,2.69,55.41
19.82,107.62,1.82,60.68
20.85,109.01,1.52,62.70
21.92,105.23,1.88,61.33
22.96,112.74,2.91,80.80
23.99,106.11,1.23,64.71
25.03,106.40,2.70,52.80
26.09,109.93,2.68,63.89
27.13,110.87,1.57,65.02
28.16,107.54,1.58,59.99
29.20,109.50,1.22,60.28
30.20,107.73,0.96,61.25
31.26,111.91,1.27,69.34
32.30,109.09,1.39,71.59
33.33,109.33,1.10,67.42
34.37,110.86,1.72,61.20
35.37,108.99,1.74,60.96
36.44,105.01,1.23,60.44
37.47,102.66,1.91,64.29
38.51,106.64,2.61,50.79
