Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.60,99.32,1.77,49.79
6.63,97.49,1.59,57.92
7.67,96.55,1.71,46.81
8.70,104.45,2.73,60.70
9.77,98.39,1.84,54.27
10.80,96.86,1.32,50.38
11.83,101.83,1.24,53.64
12.87,96.52,1.38,58.56
13.93,92.06,1.32,54.11
14.97,95.52,1.46,53.17
16.00,91.01,2.65,76.06
17.03,89.97,2.12,64.10
18.10,87.75,3.03,55.43
19.13,99.28,3.92,58.68
20.17,102.16,2.69,55.41
21.20,106.18,1.82,60.68
22.27,101.12,1.52,62.70
23.30,97.80,1.88,61.33
24.33,98.38,2.91,80.80
25.37,98.79,1.23,64.71
26.43,91.04,2.70,52.80
27.47,91.35,2.68,63.89
28.50,97.88,1.57,65.02
29.53,92.78,1.58,59.99
30.60,95.28,1.22,60.28
31.63,97.46,0.96,61.25
32.67,97.91,1.27,69.34
33.70,96.74,1.39,71.59
34.77,94.96,1.10,67.42
