Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.80,96.00,1.77,49.79
5.87,97.62,1.59,57.92
6.83,100.27,1.71,46.81
7.87,89.45,2.73,60.70
8.90,94.03,1.84,54.27
9.93,94.03,1.32,50.38
10.97,87.50,1.24,53.64
12.03,89.03,1.38,58.56
13.07,92.30,1.32,54.11
14.10,95.94,1.46,53.17
15.13,99.03,2.65,76.06
16.20,91.24,2.12,64.10
17.23,85.71,3.03,55.43
18.27,85.20,3.92,58.68
19.30,87.56,2.69,55.41
20.37,87.07,1.82,60.68
21.40,93.68,1.52,62.70
22.43,93.87,1.88,61.33
23.47,98.07,2.91,80.80
24.53,95.12,1.23,64.71
25.57,96.55,2.70,52.80
26.60,98.65,2.68,63.89
27.63,96.12,1.57,65.02
28.70,93.45,1.58,59.99
29.73,97.04,1.22,60.28
