Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,93.55,1.77,49.79
5.21,110.66,1.59,57.92
6.24,103.53,1.71,46.81
7.27,97.63,2.73,60.70
8.27,93.25,1.84,54.27
9.31,93.18,1.32,50.38
10.34,100.98,1.24,53.64
11.38,108.60,1.38,58.56
12.41,106.64,1.32,54.11
13.48,102.12,1.46,53.17
14.51,105.46,2.65,76.06
15.52,106.94,2.12,64.10
16.52,115.17,3.03,55.43
17.52,113.00,3.92,58.68
18.52,111.30,2.69,55.41
19.49,105.59,1.82,60.68
20.49,103.98,1.52,62.70
21.49,108.46,1.88,61.33
22.49,108.46,2.91,80.80
23.49,108.98,1.23,64.71
24.49,106.63,2.70,52.80
25.49,103.18,2.68,63.89
26.53,107.69,1.57,65.02
