Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.10,98.00,1.77,49.79
5.30,106.45,1.59,57.92
6.30,98.33,1.71,46.81
7.37,99.90,2.73,60.70
8.40,105.06,1.84,54.27
9.43,99.90,1.32,50.38
10.47,96.17,1.24,53.64
11.53,100.97,1.38,58.56
12.57,94.99,1.32,54.11
13.60,89.36,1.46,53.17
14.63,92.09,2.65,76.06
15.70,93.21,2.12,64.10
16.73,90.01,3.03,55.43
17.77,88.99,3.92,58.68
18.80,93.60,2.69,55.41
19.80,95.29,1.82,60.68
20.87,89.74,1.52,62.70
21.90,97.60,1.88,61.33
22.90,100.00,2.91,80.80
23.93,98.59,1.23,64.71
25.00,93.00,2.70,52.80
26.03,94.44,2.68,63.89
27.07,91.24,1.57,65.02
28.10,95.61,1.58,59.99
29.17,98.32,1.22,60.28
30.20,96.73,0.96,61.25
31.23,97.85,1.27,69.34
32.27,94.77,1.39,71.59
33.33,95.04,1.10,67.42
34.37,93.71,1.72,61.20
