Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.23,108.20,1.77,49.79
5.44,98.26,1.59,57.92
6.47,92.91,1.71,46.81
7.54,89.64,2.73,60.70
8.58,96.90,1.84,54.27
9.61,95.28,1.32,50.38
10.64,97.69,1.24,53.64
11.71,96.51,1.38,58.56
12.75,101.31,1.32,54.11
13.78,92.39,1.46,53.17
14.81,91.12,2.65,76.06
15.88,95.83,2.12,64.10
16.92,94.57,3.03,55.43
17.95,93.54,3.92,58.68
18.99,95.75,2.69,55.41
20.05,93.32,1.82,60.68
21.02,96.23,1.52,62.70
22.02,99.90,1.88,61.33
23.02,99.61,2.91,80.80
24.02,99.76,1.23,64.71
25.03,100.32,2.70,52.80
26.06,100.43,2.68,63.89
27.09,93.17,1.57,65.02
28.16,96.66,1.58,59.99
29.20,99.88,1.22,60.28
30.23,103.07,0.96,61.25
31.26,101.55,1.27,69.34
32.33,100.86,1.39,71.59
