Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.60,116.40,1.77,49.79
6.63,124.68,1.59,57.92
7.67,127.44,1.71,46.81
8.67,123.18,2.73,60.70
9.70,107.32,1.84,54.27
10.77,105.33,1.32,50.38
11.80,106.67,1.24,53.64
12.83,103.16,1.38,58.56
13.87,104.49,1.32,54.11
14.93,104.78,1.46,53.17
15.97,106.35,2.65,76.06
17.00,97.89,2.12,64.10
18.00,102.58,3.03,55.43
19.00,107.43,3.92,58.68
20.03,104.44,2.69,55.41
21.07,103.03,1.82,60.68
22.07,104.14,1.52,62.70
23.13,101.92,1.88,61.33
24.10,106.40,2.91,80.80
25.13,102.87,1.23,64.71
26.13,99.07,2.70,52.80
27.17,100.78,2.68,63.89
28.23,101.97,1.57,65.02
29.27,103.67,1.58,59.99
30.30,105.24,1.22,60.28
31.30,104.29,0.96,61.25
32.33,100.85,1.27,69.34
33.40,102.40,1.39,71.59
34.40,102.31,1.10,67.42
35.43,103.39,1.72,61.20
