Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,95.83,1.77,49.79
5.20,124.14,1.59,57.92
6.27,118.33,1.71,46.81
7.30,114.79,2.73,60.70
8.33,122.39,1.84,54.27
9.37,124.65,1.32,50.38
10.43,110.00,1.24,53.64
11.47,111.57,1.38,58.56
12.50,118.66,1.32,54.11
13.53,119.58,1.46,53.17
14.60,107.83,2.65,76.06
15.63,114.18,2.12,64.10
16.67,109.34,3.03,55.43
17.70,107.09,3.92,58.68
18.77,105.34,2.69,55.41
19.80,109.87,1.82,60.68
20.83,108.56,1.52,62.70
21.87,108.56,1.88,61.33
22.93,106.70,2.91,80.80
23.97,105.63,1.23,64.71
25.00,106.18,2.70,52.80
26.03,105.75,2.68,63.89
27.10,104.89,1.57,65.02
28.13,106.54,1.58,59.99
29.17,104.32,1.22,60.28
30.20,105.96,0.96,61.25
31.27,105.50,1.27,69.34
32.27,106.86,1.39,71.59
33.30,102.51,1.10,67.42
34.30,103.63,1.72,61.20
35.33,105.69,1.74,60.96
36.33,106.52,1.23,60.44
37.33,108.10,1.91,64.29
38.33,107.91,2.61,50.79
39.30,106.99,1.01,46.16
