Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,108.59,1.77,49.79
5.17,137.57,1.59,57.92
6.21,135.35,1.71,46.81
7.27,102.34,2.73,60.70
8.31,109.98,1.84,54.27
9.34,101.78,1.32,50.38
10.38,97.21,1.24,53.64
11.44,91.74,1.38,58.56
12.48,93.58,1.32,54.11
13.51,83.98,1.46,53.17
14.55,87.02,2.65,76.06
15.62,88.08,2.12,64.10
16.65,85.98,3.03,55.43
17.68,83.81,3.92,58.68
18.72,86.28,2.69,55.41
19.72,84.76,1.82,60.68
20.72,88.02,1.52,62.70
21.72,86.76,1.88,61.33
22.79,90.44,2.91,80.80
23.82,88.90,1.23,64.71
24.86,93.78,2.70,52.80
25.89,94.83,2.68,63.89
26.93,96.03,1.57,65.02
27.96,94.52,1.58,59.99
29.00,94.75,1.22,60.28
30.03,96.98,0.96,61.25
31.10,91.68,1.27,69.34
32.13,93.61,1.39,71.59
33.17,93.48,1.10,67.42
34.20,93.91,1.72,61.20
35.20,92.98,1.74,60.96
36.20,94.60,1.23,60.44
