Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.17,91.51,1.77,49.79
5.37,94.40,1.59,57.92
6.37,94.06,1.71,46.81
7.41,78.52,2.73,60.70
8.41,87.19,1.84,54.27
9.48,94.55,1.32,50.38
10.51,87.38,1.24,53.64
11.54,90.15,1.38,58.56
12.58,92.65,1.32,54.11
13.65,95.55,1.46,53.17
14.65,98.49,2.65,76.06
15.65,103.86,2.12,64.10
16.65,99.10,3.03,55.43
17.65,103.51,3.92,58.68
18.65,103.41,2.69,55.41
19.65,101.70,1.82,60.68
20.65,103.10,1.52,62.70
21.65,102.15,1.88,61.33
22.66,90.48,2.91,80.80
23.66,89.87,1.23,64.71
24.66,89.96,2.70,52.80
25.66,92.44,2.68,63.89
26.66,88.27,1.57,65.02
27.69,95.83,1.58,59.99
28.70,96.63,1.22,60.28
