Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.20,109.29,1.77,49.79
5.40,96.59,1.59,57.92
6.40,108.28,1.71,46.81
7.43,104.60,2.73,60.70
8.47,106.97,1.84,54.27
9.50,108.92,1.32,50.38
10.53,100.04,1.24,53.64
11.57,97.20,1.38,58.56
12.57,99.68,1.32,54.11
13.57,95.74,1.46,53.17
14.60,95.66,2.65,76.06
15.67,98.25,2.12,64.10
16.70,103.46,3.03,55.43
17.73,101.67,3.92,58.68
18.77,98.14,2.69,55.41
19.80,98.94,1.82,60.68
20.83,98.66,1.52,62.70
21.87,99.32,1.88,61.33
22.90,98.78,2.91,80.80
23.97,100.86,1.23,64.71
25.00,97.48,2.70,52.80
26.03,94.29,2.68,63.89
27.07,97.45,1.57,65.02
28.13,98.14,1.58,59.99
29.13,98.83,1.22,60.28
30.13,98.38,0.96,61.25
31.10,94.48,1.27,69.34
32.10,97.30,1.39,71.59
33.13,97.80,1.10,67.42
