Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.03,101.49,1.77,49.79
5.24,109.89,1.59,57.92
6.27,105.78,1.71,46.81
7.31,106.39,2.73,60.70
8.38,108.56,1.84,54.27
9.41,103.55,1.32,50.38
10.41,110.59,1.24,53.64
11.44,117.43,1.38,58.56
12.48,118.43,1.32,54.11
13.55,106.76,1.46,53.17
14.58,104.36,2.65,76.06
15.62,106.60,2.12,64.10
16.65,104.58,3.03,55.43
17.72,103.03,3.92,58.68
18.75,105.28,2.69,55.41
19.79,105.65,1.82,60.68
20.82,102.17,1.52,62.70
21.89,101.08,1.88,61.33
22.92,101.43,2.91,80.80
23.96,99.47,1.23,64.71
24.99,100.05,2.70,52.80
26.06,101.95,2.68,63.89
27.09,100.67,1.57,65.02
28.13,101.02,1.58,59.99
29.16,102.30,1.22,60.28
30.23,102.99,0.96,61.25
31.26,101.26,1.27,69.34
32.30,99.58,1.39,71.59
