Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.17,106.47,1.77,49.79
5.37,123.03,1.59,57.92
6.41,121.24,1.71,46.81
7.44,106.11,2.73,60.70
8.48,105.93,1.84,54.27
9.54,107.77,1.32,50.38
10.58,109.65,1.24,53.64
11.61,105.22,1.38,58.56
12.65,111.31,1.32,54.11
13.71,102.75,1.46,53.17
14.75,98.90,2.65,76.06
15.78,103.31,2.12,64.10
16.82,101.21,3.03,55.43
17.88,97.53,3.92,58.68
18.92,93.49,2.69,55.41
19.95,103.14,1.82,60.68
20.99,100.91,1.52,62.70
22.06,92.97,1.88,61.33
23.09,90.35,2.91,80.80
24.12,102.37,1.23,64.71
25.16,99.91,2.70,52.80
26.23,102.55,2.68,63.89
27.26,98.98,1.57,65.02
28.29,106.82,1.58,59.99
29.33,103.41,1.22,60.28
30.40,104.06,0.96,61.25
31.43,102.37,1.27,69.34
32.47,99.33,1.39,71.59
33.50,100.62,1.10,67.42
34.50,101.40,1.72,61.20
35.57,95.67,1.74,60.96
