Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,113.02,1.77,49.79
5.70,83.64,1.59,57.92
6.67,93.42,1.71,46.81
7.67,100.60,2.73,60.70
8.67,85.50,1.84,54.27
9.67,97.30,1.32,50.38
10.60,92.70,1.24,53.64
11.63,84.73,1.38,58.56
12.70,91.47,1.32,54.11
13.73,87.04,1.46,53.17
14.67,94.74,2.65,76.06
15.67,90.95,2.12,64.10
16.73,89.79,3.03,55.43
17.77,96.91,3.92,58.68
18.80,97.49,2.69,55.41
19.80,89.44,1.82,60.68
20.83,104.08,1.52,62.70
21.83,96.64,1.88,61.33
22.90,101.75,2.91,80.80
23.87,107.44,1.23,64.71
24.87,104.35,2.70,52.80
25.90,106.84,2.68,63.89
26.90,106.06,1.57,65.02
27.90,99.36,1.58,59.99
28.90,92.54,1.22,60.28
29.97,91.10,0.96,61.25
30.97,89.45,1.27,69.34
31.97,88.94,1.39,71.59
33.00,84.62,1.10,67.42
34.03,96.99,1.72,61.20
35.07,92.50,1.74,60.96
36.13,92.39,1.23,60.44
