Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,103.80,1.77,49.79
5.07,126.19,1.59,57.92
6.11,122.28,1.71,46.81
7.14,127.43,2.73,60.70
8.17,115.31,1.84,54.27
9.24,115.22,1.32,50.38
10.28,111.82,1.24,53.64
11.31,111.52,1.38,58.56
12.35,110.92,1.32,54.11
13.41,113.76,1.46,53.17
14.45,114.96,2.65,76.06
15.48,114.37,2.12,64.10
16.52,112.31,3.03,55.43
17.52,109.19,3.92,58.68
18.55,111.95,2.69,55.41
19.52,110.95,1.82,60.68
20.52,109.58,1.52,62.70
21.52,109.91,1.88,61.33
22.52,108.65,2.91,80.80
23.56,107.85,1.23,64.71
24.59,110.68,2.70,52.80
25.63,111.08,2.68,63.89
26.66,112.11,1.57,65.02
27.73,112.67,1.58,59.99
28.76,110.18,1.22,60.28
29.80,109.36,0.96,61.25
30.83,108.04,1.27,69.34
31.90,105.93,1.39,71.59
32.93,110.11,1.10,67.42
33.97,110.53,1.72,61.20
