Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,90.68,1.77,49.79
5.00,107.36,1.59,57.92
6.04,116.05,1.71,46.81
7.07,113.39,2.73,60.70
8.11,106.50,1.84,54.27
9.18,107.39,1.32,50.38
10.21,116.82,1.24,53.64
11.24,117.58,1.38,58.56
12.28,108.70,1.32,54.11
13.35,112.48,1.46,53.17
14.38,112.18,2.65,76.06
15.42,110.49,2.12,64.10
16.45,110.62,3.03,55.43
17.52,104.63,3.92,58.68
18.55,99.22,2.69,55.41
19.55,103.19,1.82,60.68
20.55,103.30,1.52,62.70
21.59,107.21,1.88,61.33
22.62,103.86,2.91,80.80
23.69,103.92,1.23,64.71
24.72,107.31,2.70,52.80
25.76,106.67,2.68,63.89
26.79,106.20,1.57,65.02
27.86,107.90,1.58,59.99
28.90,108.59,1.22,60.28
29.93,109.23,0.96,61.25
30.96,103.59,1.27,69.34
