Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.03,103.18,1.77,49.79
5.24,118.22,1.59,57.92
6.31,126.02,1.71,46.81
7.34,119.38,2.73,60.70
8.34,117.53,1.84,54.27
9.34,115.39,1.32,50.38
10.38,120.28,1.24,53.64
11.41,120.31,1.38,58.56
12.41,122.05,1.32,54.11
13.41,119.58,1.46,53.17
14.41,115.77,2.65,76.06
15.42,124.99,2.12,64.10
16.42,124.51,3.03,55.43
17.42,112.15,3.92,58.68
18.42,116.62,2.69,55.41
19.42,118.74,1.82,60.68
20.42,114.89,1.52,62.70
21.42,117.69,1.88,61.33
22.42,117.21,2.91,80.80
23.39,117.53,1.23,64.71
24.42,113.53,2.70,52.80
25.36,112.75,2.68,63.89
26.36,114.10,1.57,65.02
27.39,109.38,1.58,59.99
28.33,110.42,1.22,60.28
28.63,109.80,0.96,61.25
29.43,111.38,1.27,69.34
30.43,111.95,1.39,71.59
31.46,107.07,1.10,67.42
32.53,109.68,1.72,61.20
