Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.27,100.83,1.77,49.79
5.44,96.33,1.59,57.92
6.44,93.59,1.71,46.81
7.47,79.39,2.73,60.70
8.54,86.37,1.84,54.27
9.58,88.20,1.32,50.38
10.61,92.17,1.24,53.64
11.64,78.65,1.38,58.56
12.71,84.62,1.32,54.11
13.68,75.41,1.46,53.17
14.71,92.22,2.65,76.06
15.78,84.33,2.12,64.10
16.82,95.17,3.03,55.43
17.85,96.10,3.92,58.68
18.89,95.00,2.69,55.41
19.95,85.63,1.82,60.68
20.99,95.98,1.52,62.70
21.99,91.16,1.88,61.33
23.02,93.34,2.91,80.80
24.06,92.49,1.23,64.71
25.13,92.48,2.70,52.80
26.16,93.90,2.68,63.89
27.19,96.83,1.57,65.02
28.23,97.44,1.58,59.99
29.30,97.79,1.22,60.28
30.33,92.18,0.96,61.25
31.36,92.63,1.27,69.34
32.40,91.41,1.39,71.59
33.47,92.65,1.10,67.42
34.50,97.37,1.72,61.20
35.54,95.57,1.74,60.96
36.57,97.30,1.23,60.44
37.64,93.33,1.91,64.29
38.67,90.44,2.61,50.79
39.71,93.55,1.01,46.16
40.74,95.18,1.32,49.36
41.81,95.26,1.35,54.53
42.84,98.18,1.62,46.03
43.88,99.75,1.09,41.52
44.91,100.38,1.42,48.62
45.98,94.15,0.86,43.89
47.01,98.36,1.74,44.53
48.05,96.97,0.89,46.86
49.08,98.92,1.68,46.15
50.15,96.83,1.70,51.44
51.18,97.29,1.22,57.09
52.22,97.53,1.89,45.93
53.25,101.59,1.72,45.24
54.32,101.41,1.24,45.58
55.36,101.63,1.05,44.96
56.39,100.92,1.27,52.38
57.42,99.31,1.60,49.53
