Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.54,124.66,1.77,49.79
6.57,99.25,1.59,57.92
7.64,113.95,1.71,46.81
8.64,130.78,2.73,60.70
9.68,118.97,1.84,54.27
10.71,123.69,1.32,50.38
11.75,124.85,1.24,53.64
12.81,121.96,1.38,58.56
13.85,120.84,1.32,54.11
14.85,117.47,1.46,53.17
15.88,113.85,2.65,76.06
16.95,113.80,2.12,64.10
17.98,113.69,3.03,55.43
19.02,108.33,3.92,58.68
20.05,111.19,2.69,55.41
21.05,109.88,1.82,60.68
22.09,107.24,1.52,62.70
23.12,105.36,1.88,61.33
24.16,103.65,2.91,80.80
25.19,112.11,1.23,64.71
26.26,107.81,2.70,52.80
27.26,110.14,2.68,63.89
28.29,105.63,1.57,65.02
29.33,105.28,1.58,59.99
30.36,102.60,1.22,60.28
31.43,104.30,0.96,61.25
32.47,101.20,1.27,69.34
33.50,106.73,1.39,71.59
34.53,106.11,1.10,67.42
35.60,107.29,1.72,61.20
36.64,110.61,1.74,60.96
37.67,109.08,1.23,60.44
38.71,108.21,1.91,64.29
