Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,108.35,1.77,49.79
5.17,93.66,1.59,57.92
6.21,100.62,1.71,46.81
7.24,98.46,2.73,60.70
8.31,92.58,1.84,54.27
9.34,103.33,1.32,50.38
10.38,91.54,1.24,53.64
11.41,96.76,1.38,58.56
12.48,92.38,1.32,54.11
13.51,85.14,1.46,53.17
14.55,87.59,2.65,76.06
15.58,86.16,2.12,64.10
16.65,83.97,3.03,55.43
17.68,89.34,3.92,58.68
18.72,77.39,2.69,55.41
19.75,87.92,1.82,60.68
20.82,90.97,1.52,62.70
21.86,91.46,1.88,61.33
22.89,90.10,2.91,80.80
23.92,94.54,1.23,64.71
24.99,89.20,2.70,52.80
26.03,85.39,2.68,63.89
27.06,85.18,1.57,65.02
28.09,81.23,1.58,59.99
29.16,83.69,1.22,60.28
30.20,84.78,0.96,61.25
31.23,88.75,1.27,69.34
32.27,85.94,1.39,71.59
33.33,90.51,1.10,67.42
34.37,85.29,1.72,61.20
35.40,88.83,1.74,60.96
36.44,86.61,1.23,60.44
