Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.33,100.97,1.77,49.79
5.50,100.90,1.59,57.92
6.50,116.00,1.71,46.81
7.50,101.21,2.73,60.70
8.53,98.14,1.84,54.27
9.53,95.05,1.32,50.38
10.53,102.59,1.24,53.64
11.53,100.32,1.38,58.56
12.57,99.35,1.32,54.11
13.57,93.54,1.46,53.17
14.57,104.01,2.65,76.06
15.60,103.29,2.12,64.10
16.57,103.80,3.03,55.43
17.57,106.17,3.92,58.68
18.60,105.93,2.69,55.41
19.60,106.16,1.82,60.68
20.57,100.83,1.52,62.70
21.57,100.63,1.88,61.33
22.57,100.31,2.91,80.80
23.57,102.24,1.23,64.71
24.57,98.55,2.70,52.80
25.60,98.61,2.68,63.89
26.63,96.62,1.57,65.02
27.60,101.31,1.58,59.99
28.67,102.20,1.22,60.28
29.63,99.89,0.96,61.25
30.63,100.93,1.27,69.34
31.63,99.23,1.39,71.59
32.63,96.25,1.10,67.42
33.60,95.81,1.72,61.20
34.60,96.62,1.74,60.96
35.60,102.93,1.23,60.44
36.60,102.08,1.91,64.29
