Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.83,105.26,1.77,49.79
5.87,98.61,1.59,57.92
6.90,102.16,1.71,46.81
7.97,95.81,2.73,60.70
9.00,107.68,1.84,54.27
10.03,113.65,1.32,50.38
11.07,107.80,1.24,53.64
12.13,112.15,1.38,58.56
13.17,112.62,1.32,54.11
14.20,107.97,1.46,53.17
15.23,105.51,2.65,76.06
16.30,106.65,2.12,64.10
17.33,101.16,3.03,55.43
18.37,112.50,3.92,58.68
19.40,108.73,2.69,55.41
20.47,105.67,1.82,60.68
21.50,105.59,1.52,62.70
22.53,104.18,1.88,61.33
23.57,104.59,2.91,80.80
24.63,102.35,1.23,64.71
25.67,102.29,2.70,52.80
26.70,104.58,2.68,63.89
27.73,103.88,1.57,65.02
28.80,102.45,1.58,59.99
29.83,103.35,1.22,60.28
30.87,100.23,0.96,61.25
31.90,102.39,1.27,69.34
