Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,97.42,1.77,49.79
4.60,120.00,1.59,57.92
5.57,124.23,1.71,46.81
6.57,119.34,2.73,60.70
7.57,118.68,1.84,54.27
8.57,111.11,1.32,50.38
9.60,108.61,1.24,53.64
10.63,111.50,1.38,58.56
11.63,100.83,1.32,54.11
12.60,99.90,1.46,53.17
13.60,104.46,2.65,76.06
14.60,100.77,2.12,64.10
15.57,98.40,3.03,55.43
16.57,97.57,3.92,58.68
17.60,103.28,2.69,55.41
18.60,104.85,1.82,60.68
19.63,105.37,1.52,62.70
20.67,100.69,1.88,61.33
21.67,106.21,2.91,80.80
22.70,110.81,1.23,64.71
23.70,106.82,2.70,52.80
24.70,105.69,2.68,63.89
25.73,107.73,1.57,65.02
26.73,106.39,1.58,59.99
27.77,102.76,1.22,60.28
28.80,105.80,0.96,61.25
29.80,109.48,1.27,69.34
30.83,105.03,1.39,71.59
