Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,107.22,1.77,49.79
5.13,109.09,1.59,57.92
6.10,97.63,1.71,46.81
7.10,120.67,2.73,60.70
8.10,115.15,1.84,54.27
9.10,92.85,1.32,50.38
10.13,101.19,1.24,53.64
11.13,99.95,1.38,58.56
12.10,93.35,1.32,54.11
13.10,103.74,1.46,53.17
14.10,115.59,2.65,76.06
15.10,102.20,2.12,64.10
16.07,105.07,3.03,55.43
17.07,104.34,3.92,58.68
18.07,103.88,2.69,55.41
19.07,103.35,1.82,60.68
20.07,108.07,1.52,62.70
21.07,106.70,1.88,61.33
22.03,107.15,2.91,80.80
23.03,107.55,1.23,64.71
24.00,108.64,2.70,52.80
25.00,109.56,2.68,63.89
26.00,110.44,1.57,65.02
27.00,113.14,1.58,59.99
27.97,111.00,1.22,60.28
28.97,109.75,0.96,61.25
29.93,109.73,1.27,69.34
30.93,113.82,1.39,71.59
31.93,110.72,1.10,67.42
32.93,112.31,1.72,61.20
