Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,104.99,1.77,49.79
5.73,116.25,1.59,57.92
6.77,112.57,1.71,46.81
7.83,106.75,2.73,60.70
8.87,110.56,1.84,54.27
9.90,106.60,1.32,50.38
10.93,105.64,1.24,53.64
12.00,105.66,1.38,58.56
13.03,104.86,1.32,54.11
14.07,109.67,1.46,53.17
15.10,110.70,2.65,76.06
16.13,103.85,2.12,64.10
17.17,108.16,3.03,55.43
18.20,102.57,3.92,58.68
19.20,104.65,2.69,55.41
20.23,97.32,1.82,60.68
21.27,96.24,1.52,62.70
22.30,108.07,1.88,61.33
23.37,108.74,2.91,80.80
24.40,105.41,1.23,64.71
25.43,100.62,2.70,52.80
26.47,101.06,2.68,63.89
27.53,101.28,1.57,65.02
28.53,97.73,1.58,59.99
29.57,104.47,1.22,60.28
30.60,103.52,0.96,61.25
31.63,98.18,1.27,69.34
32.70,100.49,1.39,71.59
33.73,98.00,1.10,67.42
34.77,98.91,1.72,61.20
35.77,101.14,1.74,60.96
