Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.67,107.04,1.77,49.79
6.71,101.93,1.59,57.92
7.74,103.38,1.71,46.81
8.78,108.23,2.73,60.70
9.84,107.56,1.84,54.27
10.88,98.44,1.32,50.38
11.91,100.20,1.24,53.64
12.95,106.61,1.38,58.56
14.01,110.07,1.32,54.11
15.05,103.61,1.46,53.17
16.08,105.18,2.65,76.06
17.08,106.26,2.12,64.10
18.15,106.35,3.03,55.43
19.19,105.98,3.92,58.68
20.15,102.43,2.69,55.41
21.22,106.23,1.82,60.68
22.26,106.09,1.52,62.70
23.29,106.06,1.88,61.33
24.32,106.65,2.91,80.80
25.39,100.56,1.23,64.71
26.43,100.25,2.70,52.80
27.46,104.41,2.68,63.89
28.50,108.05,1.57,65.02
29.56,111.05,1.58,59.99
30.60,109.24,1.22,60.28
31.63,106.57,0.96,61.25
32.67,108.87,1.27,69.34
33.73,104.90,1.39,71.59
34.77,98.88,1.10,67.42
35.80,107.18,1.72,61.20
36.84,103.21,1.74,60.96
37.90,102.49,1.23,60.44
