Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,97.85,1.77,49.79
5.07,101.69,1.59,57.92
6.10,94.99,1.71,46.81
7.13,91.05,2.73,60.70
8.17,98.99,1.84,54.27
9.20,92.43,1.32,50.38
10.23,95.06,1.24,53.64
11.30,85.11,1.38,58.56
12.33,92.93,1.32,54.11
13.37,97.23,1.46,53.17
14.40,103.39,2.65,76.06
15.47,99.06,2.12,64.10
16.50,98.44,3.03,55.43
17.53,100.42,3.92,58.68
18.57,107.21,2.69,55.41
19.63,100.50,1.82,60.68
20.67,98.79,1.52,62.70
21.70,96.43,1.88,61.33
22.73,97.16,2.91,80.80
23.80,95.62,1.23,64.71
24.83,104.52,2.70,52.80
25.87,99.41,2.68,63.89
26.90,104.82,1.57,65.02
27.97,106.12,1.58,59.99
29.00,103.53,1.22,60.28
30.03,103.29,0.96,61.25
31.07,104.11,1.27,69.34
32.13,100.86,1.39,71.59
33.17,103.20,1.10,67.42
34.20,103.60,1.72,61.20
35.23,110.71,1.74,60.96
36.30,105.38,1.23,60.44
