Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.30,91.36,1.77,49.79
5.51,109.01,1.59,57.92
6.51,80.33,1.71,46.81
7.57,95.65,2.73,60.70
8.61,86.01,1.84,54.27
9.64,90.32,1.32,50.38
10.68,81.91,1.24,53.64
11.75,104.11,1.38,58.56
12.78,93.98,1.32,54.11
13.81,100.61,1.46,53.17
14.85,104.87,2.65,76.06
15.92,96.55,2.12,64.10
16.95,99.84,3.03,55.43
17.98,101.16,3.92,58.68
19.02,90.69,2.69,55.41
20.09,104.30,1.82,60.68
21.12,101.93,1.52,62.70
22.16,101.34,1.88,61.33
23.19,106.69,2.91,80.80
24.26,100.63,1.23,64.71
25.29,98.50,2.70,52.80
26.33,107.95,2.68,63.89
27.36,93.85,1.57,65.02
28.43,100.84,1.58,59.99
29.46,98.82,1.22,60.28
30.50,101.12,0.96,61.25
31.53,101.30,1.27,69.34
32.60,98.53,1.39,71.59
33.63,100.21,1.10,67.42
34.67,101.19,1.72,61.20
35.70,98.75,1.74,60.96
36.77,102.91,1.23,60.44
37.80,96.87,1.91,64.29
