Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.84,88.80,1.77,49.79
5.84,92.73,1.59,57.92
6.81,100.02,1.71,46.81
7.77,103.59,2.73,60.70
8.84,89.46,1.84,54.27
9.81,88.62,1.32,50.38
10.84,79.32,1.24,53.64
11.81,83.32,1.38,58.56
12.88,90.38,1.32,54.11
13.88,90.14,1.46,53.17
14.91,91.83,2.65,76.06
15.92,90.11,2.12,64.10
16.95,88.34,3.03,55.43
17.95,85.36,3.92,58.68
18.99,89.75,2.69,55.41
19.99,93.50,1.82,60.68
20.95,89.83,1.52,62.70
21.99,93.86,1.88,61.33
23.06,101.08,2.91,80.80
24.09,96.26,1.23,64.71
25.09,96.57,2.70,52.80
26.13,95.47,2.68,63.89
27.13,96.42,1.57,65.02
28.16,95.96,1.58,59.99
29.16,95.68,1.22,60.28
30.16,94.01,0.96,61.25
31.16,94.55,1.27,69.34
32.17,94.71,1.39,71.59
33.17,95.50,1.10,67.42
34.20,92.79,1.72,61.20
35.20,91.05,1.74,60.96
36.24,96.28,1.23,60.44
37.24,97.11,1.91,64.29
38.27,94.60,2.61,50.79
