Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.17,108.04,1.77,49.79
5.41,85.23,1.59,57.92
6.44,94.51,1.71,46.81
7.47,105.75,2.73,60.70
8.51,100.83,1.84,54.27
9.58,102.53,1.32,50.38
10.61,98.70,1.24,53.64
11.64,95.27,1.38,58.56
12.68,104.06,1.32,54.11
13.75,96.44,1.46,53.17
14.78,106.87,2.65,76.06
15.82,103.54,2.12,64.10
16.85,110.86,3.03,55.43
17.92,94.45,3.92,58.68
18.95,107.25,2.69,55.41
19.99,98.59,1.82,60.68
21.02,98.88,1.52,62.70
22.09,104.38,1.88,61.33
22.82,95.44,2.91,80.80
23.02,95.82,1.23,64.71
23.29,98.54,2.70,52.80
23.56,96.37,2.68,63.89
23.79,96.37,1.57,65.02
24.06,101.36,1.58,59.99
24.32,98.21,1.22,60.28
24.59,98.21,0.96,61.25
24.86,93.90,1.27,69.34
25.16,92.95,1.39,71.59
25.39,94.21,1.10,67.42
25.66,100.71,1.72,61.20
25.89,94.74,1.74,60.96
26.16,91.53,1.23,60.44
26.43,93.30,1.91,64.29
26.66,97.20,2.61,50.79
26.93,91.08,1.01,46.16
27.23,87.18,1.32,49.36
27.49,91.54,1.35,54.53
27.76,93.93,1.62,46.03
28.03,91.31,1.09,41.52
28.29,92.78,1.42,48.62
28.53,92.82,0.86,43.89
28.83,92.90,1.74,44.53
29.10,89.92,0.89,46.86
29.33,94.49,1.68,46.15
29.60,96.90,1.70,51.44
29.86,95.33,1.22,57.09
30.16,92.00,1.89,45.93
30.40,96.01,1.72,45.24
30.70,95.99,1.24,45.58
30.96,93.59,1.05,44.96
31.23,94.23,1.27,52.38
31.53,88.22,1.60,49.53
31.80,98.28,1.27,50.80
32.03,100.76,2.28,46.45
32.30,97.58,1.56,54.91
32.57,97.07,1.33,55.83
32.83,98.43,1.07,53.10
33.10,95.34,1.82,67.62
33.33,95.61,3.01,56.48
33.60,100.51,1.87,52.82
33.83,100.51,0.96,52.74
