Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.53,90.57,1.77,49.79
5.53,93.03,1.59,57.92
6.53,92.24,1.71,46.81
7.53,94.73,2.73,60.70
8.53,91.43,1.84,54.27
9.47,92.33,1.32,50.38
10.43,89.89,1.24,53.64
11.40,87.72,1.38,58.56
12.40,90.71,1.32,54.11
13.37,97.23,1.46,53.17
14.37,99.48,2.65,76.06
15.30,92.65,2.12,64.10
16.27,97.39,3.03,55.43
17.27,96.41,3.92,58.68
18.20,100.65,2.69,55.41
19.20,95.29,1.82,60.68
20.23,94.99,1.52,62.70
21.23,99.63,1.88,61.33
22.17,100.19,2.91,80.80
23.17,100.03,1.23,64.71
24.10,97.98,2.70,52.80
25.03,97.23,2.68,63.89
25.97,96.00,1.57,65.02
