Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.37,89.63,1.77,49.79
5.54,89.09,1.59,57.92
6.54,91.35,1.71,46.81
7.57,84.97,2.73,60.70
8.61,102.73,1.84,54.27
9.68,98.55,1.32,50.38
10.71,96.03,1.24,53.64
11.75,91.83,1.38,58.56
12.75,103.92,1.32,54.11
13.81,98.24,1.46,53.17
14.85,102.51,2.65,76.06
15.88,101.23,2.12,64.10
16.92,103.34,3.03,55.43
17.98,101.95,3.92,58.68
19.02,97.16,2.69,55.41
20.05,101.55,1.82,60.68
21.09,101.30,1.52,62.70
22.16,95.39,1.88,61.33
23.19,97.74,2.91,80.80
24.22,101.10,1.23,64.71
25.26,96.88,2.70,52.80
26.33,94.96,2.68,63.89
27.36,106.42,1.57,65.02
28.40,102.88,1.58,59.99
29.43,106.85,1.22,60.28
30.50,111.52,0.96,61.25
31.53,108.84,1.27,69.34
32.57,103.16,1.39,71.59
33.60,106.31,1.10,67.42
34.67,101.61,1.72,61.20
