Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,86.33,1.77,49.79
5.07,107.04,1.59,57.92
6.14,94.25,1.71,46.81
7.17,120.55,2.73,60.70
8.21,92.80,1.84,54.27
9.21,98.62,1.32,50.38
10.28,96.51,1.24,53.64
11.31,95.07,1.38,58.56
12.35,95.91,1.32,54.11
13.38,91.68,1.46,53.17
14.38,95.52,2.65,76.06
15.42,94.18,2.12,64.10
16.42,97.56,3.03,55.43
17.42,95.72,3.92,58.68
18.42,95.61,2.69,55.41
19.42,93.42,1.82,60.68
20.42,95.30,1.52,62.70
21.42,99.53,1.88,61.33
22.46,99.89,2.91,80.80
23.46,102.00,1.23,64.71
24.46,103.06,2.70,52.80
25.49,100.88,2.68,63.89
26.49,101.76,1.57,65.02
27.49,102.45,1.58,59.99
28.50,100.27,1.22,60.28
29.50,100.02,0.96,61.25
30.50,100.13,1.27,69.34
31.50,98.57,1.39,71.59
32.50,100.65,1.10,67.42
33.50,101.51,1.72,61.20
34.50,97.63,1.74,60.96
