Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,103.27,1.77,49.79
5.21,129.60,1.59,57.92
6.21,106.10,1.71,46.81
7.21,99.19,2.73,60.70
8.24,102.93,1.84,54.27
9.24,103.84,1.32,50.38
10.28,107.17,1.24,53.64
11.31,107.04,1.38,58.56
12.35,103.94,1.32,54.11
13.38,107.32,1.46,53.17
14.41,110.01,2.65,76.06
15.45,110.80,2.12,64.10
16.48,101.12,3.03,55.43
17.48,101.01,3.92,58.68
18.52,96.19,2.69,55.41
19.52,99.00,1.82,60.68
20.52,97.84,1.52,62.70
21.52,99.08,1.88,61.33
22.56,92.37,2.91,80.80
23.59,92.63,1.23,64.71
24.66,92.36,2.70,52.80
25.66,94.75,2.68,63.89
26.69,94.67,1.57,65.02
