Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,100.60,1.77,49.79
5.24,95.35,1.59,57.92
6.27,95.90,1.71,46.81
7.27,99.70,2.73,60.70
8.31,94.64,1.84,54.27
9.31,112.96,1.32,50.38
10.34,102.01,1.24,53.64
11.34,107.48,1.38,58.56
12.41,104.57,1.32,54.11
13.41,105.22,1.46,53.17
14.45,102.98,2.65,76.06
15.45,99.89,2.12,64.10
16.45,99.68,3.03,55.43
17.42,97.64,3.92,58.68
18.42,97.52,2.69,55.41
19.42,100.83,1.82,60.68
20.42,99.54,1.52,62.70
21.49,99.59,1.88,61.33
22.49,99.53,2.91,80.80
23.52,92.78,1.23,64.71
24.56,91.24,2.70,52.80
25.56,101.70,2.68,63.89
26.63,99.32,1.57,65.02
27.59,100.23,1.58,59.99
28.66,95.60,1.22,60.28
29.63,94.13,0.96,61.25
30.66,96.90,1.27,69.34
31.66,97.10,1.39,71.59
32.67,97.02,1.10,67.42
33.67,98.63,1.72,61.20
34.67,103.62,1.74,60.96
35.67,104.29,1.23,60.44
36.67,102.64,1.91,64.29
