Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,111.27,1.77,49.79
5.03,87.27,1.59,57.92
6.07,94.15,1.71,46.81
7.10,86.15,2.73,60.70
8.13,92.22,1.84,54.27
9.13,103.48,1.32,50.38
10.17,101.54,1.24,53.64
11.20,94.80,1.38,58.56
12.23,103.57,1.32,54.11
13.27,108.44,1.46,53.17
14.30,101.53,2.65,76.06
15.33,106.55,2.12,64.10
16.33,103.17,3.03,55.43
17.33,106.13,3.92,58.68
18.37,103.76,2.69,55.41
19.40,102.61,1.82,60.68
20.43,103.69,1.52,62.70
21.43,105.05,1.88,61.33
22.47,101.69,2.91,80.80
23.53,102.86,1.23,64.71
24.57,100.40,2.70,52.80
25.60,102.49,2.68,63.89
26.63,103.78,1.57,65.02
27.63,103.93,1.58,59.99
28.67,101.10,1.22,60.28
29.70,99.79,0.96,61.25
30.73,101.43,1.27,69.34
31.77,102.17,1.39,71.59
32.77,103.38,1.10,67.42
33.77,103.07,1.72,61.20
34.77,103.78,1.74,60.96
35.77,103.33,1.23,60.44
36.77,106.13,1.91,64.29
37.77,107.30,2.61,50.79
38.77,106.03,1.01,46.16
39.77,105.48,1.32,49.36
