Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.23,96.19,1.77,49.79
5.40,102.79,1.59,57.92
6.40,85.11,1.71,46.81
7.47,101.77,2.73,60.70
8.50,98.38,1.84,54.27
9.53,96.68,1.32,50.38
10.57,100.77,1.24,53.64
11.63,107.71,1.38,58.56
12.67,105.98,1.32,54.11
13.70,104.21,1.46,53.17
14.73,108.57,2.65,76.06
15.80,108.45,2.12,64.10
16.83,108.01,3.03,55.43
17.87,103.61,3.92,58.68
18.90,99.98,2.69,55.41
19.90,99.66,1.82,60.68
20.90,100.64,1.52,62.70
21.93,105.09,1.88,61.33
22.97,98.19,2.91,80.80
24.00,105.87,1.23,64.71
25.03,106.26,2.70,52.80
26.10,101.38,2.68,63.89
27.13,101.67,1.57,65.02
28.17,99.00,1.58,59.99
29.20,101.94,1.22,60.28
30.27,101.65,0.96,61.25
31.30,97.43,1.27,69.34
32.33,99.90,1.39,71.59
33.37,98.75,1.10,67.42
34.43,98.24,1.72,61.20
35.47,100.41,1.74,60.96
36.50,100.59,1.23,60.44
37.53,98.92,1.91,64.29
38.60,102.31,2.61,50.79
39.63,103.42,1.01,46.16
