Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.27,105.88,1.77,49.79
5.43,107.30,1.59,57.92
6.43,107.98,1.71,46.81
7.43,100.33,2.73,60.70
8.40,96.37,1.84,54.27
9.40,89.64,1.32,50.38
10.43,97.78,1.24,53.64
11.47,92.65,1.38,58.56
12.53,93.42,1.32,54.11
13.57,96.21,1.46,53.17
14.60,93.92,2.65,76.06
15.63,95.92,2.12,64.10
16.70,90.91,3.03,55.43
17.73,88.46,3.92,58.68
18.77,89.82,2.69,55.41
19.80,91.10,1.82,60.68
20.80,92.81,1.52,62.70
21.80,92.30,1.88,61.33
22.83,93.02,2.91,80.80
23.87,90.33,1.23,64.71
24.90,91.53,2.70,52.80
25.93,87.07,2.68,63.89
26.93,91.83,1.57,65.02
28.00,91.73,1.58,59.99
29.03,94.96,1.22,60.28
30.07,98.80,0.96,61.25
