Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,101.12,1.77,49.79
4.84,114.17,1.59,57.92
5.87,112.29,1.71,46.81
6.91,92.21,2.73,60.70
7.94,100.42,1.84,54.27
8.98,108.46,1.32,50.38
10.04,99.82,1.24,53.64
11.01,93.48,1.38,58.56
12.01,92.78,1.32,54.11
12.98,94.15,1.46,53.17
13.98,93.29,2.65,76.06
14.98,93.99,2.12,64.10
16.02,104.35,3.03,55.43
17.05,95.10,3.92,58.68
18.05,98.09,2.69,55.41
19.05,95.64,1.82,60.68
20.05,90.96,1.52,62.70
21.05,93.75,1.88,61.33
22.06,88.58,2.91,80.80
23.06,92.18,1.23,64.71
24.06,96.60,2.70,52.80
25.06,94.78,2.68,63.89
26.03,92.47,1.57,65.02
27.03,96.60,1.58,59.99
28.03,94.14,1.22,60.28
29.03,95.51,0.96,61.25
30.03,93.92,1.27,69.34
31.03,93.47,1.39,71.59
32.00,88.60,1.10,67.42
33.00,93.68,1.72,61.20
34.00,91.62,1.74,60.96
35.00,93.57,1.23,60.44
35.97,94.78,1.91,64.29
36.94,94.47,2.61,50.79
37.87,95.63,1.01,46.16
38.77,99.74,1.32,49.36
