Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.10,101.70,1.77,49.79
5.27,84.47,1.59,57.92
6.27,90.48,1.71,46.81
7.24,82.23,2.73,60.70
8.24,96.00,1.84,54.27
9.21,87.29,1.32,50.38
10.21,91.50,1.24,53.64
11.18,100.92,1.38,58.56
12.18,100.18,1.32,54.11
13.15,100.70,1.46,53.17
14.15,97.29,2.65,76.06
15.12,85.63,2.12,64.10
16.12,106.38,3.03,55.43
17.08,99.53,3.92,58.68
18.05,105.04,2.69,55.41
19.02,102.26,1.82,60.68
19.99,104.11,1.52,62.70
20.99,101.09,1.88,61.33
21.96,109.37,2.91,80.80
22.96,108.43,1.23,64.71
23.92,107.17,2.70,52.80
24.89,103.10,2.68,63.89
25.89,97.86,1.57,65.02
26.86,102.12,1.58,59.99
27.86,105.51,1.22,60.28
28.83,107.25,0.96,61.25
29.80,106.54,1.27,69.34
30.80,112.71,1.39,71.59
31.80,106.34,1.10,67.42
32.80,107.11,1.72,61.20
33.77,103.49,1.74,60.96
34.77,108.10,1.23,60.44
35.77,104.24,1.91,64.29
36.74,103.55,2.61,50.79
