Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,102.64,1.77,49.79
4.84,121.91,1.59,57.92
5.87,97.08,1.71,46.81
6.91,103.83,2.73,60.70
7.94,107.76,1.84,54.27
8.98,105.38,1.32,50.38
10.01,104.07,1.24,53.64
11.04,98.93,1.38,58.56
12.08,105.64,1.32,54.11
13.15,109.98,1.46,53.17
14.18,109.25,2.65,76.06
15.22,107.37,2.12,64.10
16.25,111.44,3.03,55.43
17.25,111.49,3.92,58.68
18.25,112.01,2.69,55.41
19.25,114.27,1.82,60.68
20.25,114.54,1.52,62.70
21.25,109.35,1.88,61.33
22.32,109.30,2.91,80.80
23.36,111.17,1.23,64.71
24.39,112.05,2.70,52.80
25.43,111.29,2.68,63.89
26.49,111.47,1.57,65.02
27.53,113.21,1.58,59.99
28.56,112.53,1.22,60.28
29.60,113.15,0.96,61.25
30.63,113.12,1.27,69.34
31.66,110.94,1.39,71.59
32.70,112.84,1.10,67.42
33.73,111.52,1.72,61.20
34.80,112.90,1.74,60.96
35.84,112.27,1.23,60.44
36.87,112.82,1.91,64.29
37.90,109.79,2.61,50.79
