Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.71,95.76,1.77,49.79
6.74,89.36,1.59,57.92
7.77,89.23,1.71,46.81
8.81,86.37,2.73,60.70
9.88,91.17,1.84,54.27
10.91,102.86,1.32,50.38
11.95,108.22,1.24,53.64
12.98,107.43,1.38,58.56
14.05,106.90,1.32,54.11
15.05,118.06,1.46,53.17
16.08,115.63,2.65,76.06
17.12,115.22,2.12,64.10
18.18,115.01,3.03,55.43
19.22,110.09,3.92,58.68
20.22,107.03,2.69,55.41
21.25,111.20,1.82,60.68
22.29,111.65,1.52,62.70
23.36,106.70,1.88,61.33
24.39,104.81,2.91,80.80
25.43,108.96,1.23,64.71
26.46,106.90,2.70,52.80
27.53,106.68,2.68,63.89
28.56,108.84,1.57,65.02
29.60,107.93,1.58,59.99
30.63,109.49,1.22,60.28
31.70,104.83,0.96,61.25
32.73,105.21,1.27,69.34
33.77,103.87,1.39,71.59
34.80,105.67,1.10,67.42
35.87,104.00,1.72,61.20
36.90,108.05,1.74,60.96
