Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.20,104.63,1.77,49.79
5.43,103.15,1.59,57.92
6.43,105.36,1.71,46.81
7.47,108.44,2.73,60.70
8.47,109.52,1.84,54.27
9.43,109.93,1.32,50.38
10.43,107.93,1.24,53.64
11.47,105.41,1.38,58.56
12.43,108.75,1.32,54.11
13.43,108.32,1.46,53.17
14.43,103.98,2.65,76.06
15.40,105.44,2.12,64.10
16.40,100.22,3.03,55.43
17.40,96.85,3.92,58.68
18.47,96.08,2.69,55.41
19.47,100.90,1.82,60.68
20.47,102.24,1.52,62.70
21.50,105.00,1.88,61.33
22.50,99.51,2.91,80.80
23.53,95.76,1.23,64.71
24.53,101.96,2.70,52.80
25.57,102.46,2.68,63.89
26.57,98.25,1.57,65.02
27.60,103.00,1.58,59.99
28.60,104.22,1.22,60.28
29.63,99.62,0.96,61.25
30.63,98.48,1.27,69.34
31.67,101.06,1.39,71.59
32.67,102.00,1.10,67.42
33.70,102.05,1.72,61.20
34.70,100.11,1.74,60.96
35.70,99.63,1.23,60.44
36.70,102.96,1.91,64.29
37.70,100.17,2.61,50.79
