Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.84,98.26,1.77,49.79
5.87,95.26,1.59,57.92
6.91,93.98,1.71,46.81
7.94,114.43,2.73,60.70
9.01,105.36,1.84,54.27
10.04,111.95,1.32,50.38
11.08,115.35,1.24,53.64
12.11,98.89,1.38,58.56
13.18,90.66,1.32,54.11
14.21,99.16,1.46,53.17
15.25,94.58,2.65,76.06
16.28,96.43,2.12,64.10
17.35,106.59,3.03,55.43
18.39,96.83,3.92,58.68
19.42,98.67,2.69,55.41
20.45,91.81,1.82,60.68
21.52,97.18,1.52,62.70
22.56,88.53,1.88,61.33
23.59,93.15,2.91,80.80
24.62,97.98,1.23,64.71
25.69,95.75,2.70,52.80
26.73,94.17,2.68,63.89
27.76,98.25,1.57,65.02
28.80,94.57,1.58,59.99
29.86,94.16,1.22,60.28
30.90,98.91,0.96,61.25
31.93,94.95,1.27,69.34
32.97,88.01,1.39,71.59
34.03,93.05,1.10,67.42
35.07,91.89,1.72,61.20
36.10,93.93,1.74,60.96
37.14,88.92,1.23,60.44
38.20,90.90,1.91,64.29
