Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.10,102.99,1.77,49.79
5.30,94.63,1.59,57.92
6.30,90.00,1.71,46.81
7.30,88.89,2.73,60.70
8.30,87.02,1.84,54.27
9.30,96.40,1.32,50.38
10.33,98.18,1.24,53.64
11.33,94.62,1.38,58.56
12.33,90.91,1.32,54.11
13.37,96.77,1.46,53.17
14.37,99.31,2.65,76.06
15.37,97.61,2.12,64.10
16.37,98.89,3.03,55.43
17.37,99.52,3.92,58.68
18.37,97.73,2.69,55.41
19.37,96.48,1.82,60.68
20.37,94.43,1.52,62.70
21.37,94.75,1.88,61.33
22.37,93.04,2.91,80.80
23.37,97.93,1.23,64.71
24.37,102.47,2.70,52.80
25.37,99.10,2.68,63.89
26.37,99.73,1.57,65.02
27.37,100.75,1.58,59.99
28.43,100.73,1.22,60.28
29.47,102.60,0.96,61.25
30.50,101.40,1.27,69.34
31.50,103.92,1.39,71.59
32.50,107.93,1.10,67.42
33.50,102.79,1.72,61.20
34.47,99.64,1.74,60.96
35.47,99.74,1.23,60.44
