Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,100.81,1.77,49.79
4.80,128.44,1.59,57.92
5.84,129.91,1.71,46.81
6.91,123.65,2.73,60.70
7.94,114.34,1.84,54.27
8.98,129.86,1.32,50.38
10.01,114.62,1.24,53.64
11.08,115.08,1.38,58.56
12.11,127.92,1.32,54.11
13.11,111.42,1.46,53.17
14.11,108.53,2.65,76.06
15.15,110.44,2.12,64.10
16.18,109.98,3.03,55.43
17.22,113.88,3.92,58.68
18.28,109.80,2.69,55.41
19.32,106.13,1.82,60.68
20.35,103.59,1.52,62.70
21.39,106.79,1.88,61.33
22.46,103.74,2.91,80.80
23.49,111.14,1.23,64.71
24.52,106.13,2.70,52.80
25.56,107.72,2.68,63.89
26.63,106.80,1.57,65.02
27.66,107.46,1.58,59.99
28.70,108.14,1.22,60.28
29.73,109.76,0.96,61.25
30.80,106.24,1.27,69.34
31.83,107.45,1.39,71.59
32.87,105.44,1.10,67.42
33.90,106.05,1.72,61.20
