Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,108.10,1.77,49.79
4.94,99.90,1.59,57.92
5.97,94.28,1.71,46.81
7.04,81.20,2.73,60.70
8.07,85.57,1.84,54.27
9.11,89.35,1.32,50.38
10.14,96.90,1.24,53.64
11.21,91.26,1.38,58.56
12.25,101.85,1.32,54.11
13.28,88.86,1.46,53.17
14.31,90.04,2.65,76.06
15.38,92.80,2.12,64.10
16.42,96.60,3.03,55.43
17.45,93.35,3.92,58.68
18.49,92.97,2.69,55.41
19.55,95.25,1.82,60.68
20.59,95.82,1.52,62.70
21.62,95.89,1.88,61.33
22.66,98.66,2.91,80.80
23.72,101.12,1.23,64.71
24.76,103.25,2.70,52.80
25.79,101.18,2.68,63.89
26.83,101.87,1.57,65.02
27.89,105.37,1.58,59.99
28.93,101.70,1.22,60.28
29.96,102.84,0.96,61.25
31.00,100.47,1.27,69.34
32.07,101.80,1.39,71.59
33.10,99.26,1.10,67.42
34.13,97.32,1.72,61.20
35.17,99.98,1.74,60.96
36.24,98.82,1.23,60.44
37.27,99.98,1.91,64.29
38.30,102.12,2.61,50.79
