Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.13,98.41,1.77,49.79
5.37,122.65,1.59,57.92
6.41,117.59,1.71,46.81
7.41,122.68,2.73,60.70
8.44,116.61,1.84,54.27
9.44,119.88,1.32,50.38
10.44,118.05,1.24,53.64
11.44,118.66,1.38,58.56
12.41,114.54,1.32,54.11
13.41,114.71,1.46,53.17
14.41,116.01,2.65,76.06
15.42,114.65,2.12,64.10
16.42,108.74,3.03,55.43
17.42,108.98,3.92,58.68
18.42,113.95,2.69,55.41
19.42,113.04,1.82,60.68
20.42,111.22,1.52,62.70
21.42,115.52,1.88,61.33
22.42,114.30,2.91,80.80
23.42,110.13,1.23,64.71
24.42,107.87,2.70,52.80
25.43,110.20,2.68,63.89
26.46,111.00,1.57,65.02
27.46,109.85,1.58,59.99
28.46,107.37,1.22,60.28
