Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.33,101.93,1.77,49.79
5.53,106.51,1.59,57.92
6.53,104.79,1.71,46.81
7.57,96.28,2.73,60.70
8.57,96.85,1.84,54.27
9.60,108.16,1.32,50.38
10.63,109.09,1.24,53.64
11.70,105.89,1.38,58.56
12.73,94.45,1.32,54.11
13.77,102.96,1.46,53.17
14.80,101.75,2.65,76.06
15.87,96.77,2.12,64.10
16.90,100.20,3.03,55.43
17.90,95.82,3.92,58.68
18.93,97.49,2.69,55.41
19.93,98.56,1.82,60.68
21.00,103.38,1.52,62.70
22.03,94.60,1.88,61.33
23.07,93.97,2.91,80.80
24.10,100.92,1.23,64.71
25.17,95.93,2.70,52.80
26.17,97.81,2.68,63.89
27.20,99.59,1.57,65.02
28.20,100.87,1.58,59.99
29.23,99.51,1.22,60.28
30.27,97.71,0.96,61.25
31.33,98.54,1.27,69.34
