Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,102.49,1.77,49.79
4.94,98.26,1.59,57.92
5.97,105.87,1.71,46.81
7.01,111.52,2.73,60.70
8.04,112.13,1.84,54.27
9.11,106.18,1.32,50.38
10.14,109.02,1.24,53.64
11.18,105.26,1.38,58.56
12.21,108.30,1.32,54.11
13.28,104.66,1.46,53.17
14.31,102.68,2.65,76.06
15.35,103.14,2.12,64.10
16.38,105.39,3.03,55.43
17.45,106.52,3.92,58.68
18.49,102.16,2.69,55.41
19.52,104.20,1.82,60.68
20.55,108.05,1.52,62.70
21.62,105.26,1.88,61.33
22.66,107.77,2.91,80.80
23.69,106.73,1.23,64.71
24.72,107.92,2.70,52.80
25.79,111.03,2.68,63.89
26.83,109.69,1.57,65.02
27.86,107.89,1.58,59.99
28.90,106.47,1.22,60.28
29.96,107.33,0.96,61.25
31.00,102.73,1.27,69.34
32.03,103.51,1.39,71.59
33.07,107.49,1.10,67.42
