Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,100.78,1.77,49.79
4.77,67.86,1.59,57.92
5.81,98.99,1.71,46.81
6.84,103.25,2.73,60.70
7.87,98.00,1.84,54.27
8.94,102.73,1.32,50.38
9.98,107.21,1.24,53.64
11.01,99.50,1.38,58.56
12.05,108.85,1.32,54.11
13.11,105.68,1.46,53.17
14.15,116.01,2.65,76.06
15.18,107.91,2.12,64.10
16.22,110.27,3.03,55.43
17.25,106.85,3.92,58.68
18.28,115.27,2.69,55.41
19.32,115.37,1.82,60.68
20.35,112.46,1.52,62.70
21.42,115.61,1.88,61.33
22.46,109.67,2.91,80.80
23.49,109.78,1.23,64.71
24.52,110.25,2.70,52.80
25.59,114.43,2.68,63.89
26.63,107.23,1.57,65.02
27.66,108.85,1.58,59.99
28.70,109.64,1.22,60.28
29.76,108.46,0.96,61.25
30.80,108.23,1.27,69.34
31.83,110.06,1.39,71.59
32.87,111.07,1.10,67.42
33.93,108.87,1.72,61.20
34.97,103.99,1.74,60.96
