Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.27,88.28,1.77,49.79
5.47,111.08,1.59,57.92
6.51,109.70,1.71,46.81
7.57,88.09,2.73,60.70
8.61,98.93,1.84,54.27
9.64,106.35,1.32,50.38
10.68,105.54,1.24,53.64
11.75,105.75,1.38,58.56
12.78,103.65,1.32,54.11
13.81,98.57,1.46,53.17
14.85,95.87,2.65,76.06
15.92,95.59,2.12,64.10
16.95,95.59,3.03,55.43
17.98,102.52,3.92,58.68
19.02,104.91,2.69,55.41
20.09,102.03,1.82,60.68
21.12,105.18,1.52,62.70
22.12,103.48,1.88,61.33
23.16,100.22,2.91,80.80
24.19,101.77,1.23,64.71
25.26,102.05,2.70,52.80
26.29,103.52,2.68,63.89
27.33,100.66,1.57,65.02
28.36,104.05,1.58,59.99
29.43,103.97,1.22,60.28
30.46,100.93,0.96,61.25
31.50,101.44,1.27,69.34
32.53,105.47,1.39,71.59
33.53,102.51,1.10,67.42
34.57,103.62,1.72,61.20
35.60,102.45,1.74,60.96
36.64,103.81,1.23,60.44
37.64,102.60,1.91,64.29
38.67,101.07,2.61,50.79
