Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,96.28,1.77,49.79
5.00,113.21,1.59,57.92
6.03,107.49,1.71,46.81
7.07,101.26,2.73,60.70
8.13,95.33,1.84,54.27
9.17,100.47,1.32,50.38
10.20,104.22,1.24,53.64
11.23,101.85,1.38,58.56
12.30,106.07,1.32,54.11
13.33,111.25,1.46,53.17
14.37,103.67,2.65,76.06
15.40,105.88,2.12,64.10
16.47,114.23,3.03,55.43
17.50,115.24,3.92,58.68
18.53,116.52,2.69,55.41
19.57,112.92,1.82,60.68
20.60,110.33,1.52,62.70
21.63,108.73,1.88,61.33
22.67,106.24,2.91,80.80
23.70,111.52,1.23,64.71
24.77,115.68,2.70,52.80
25.80,114.60,2.68,63.89
26.83,111.82,1.57,65.02
27.87,100.25,1.58,59.99
28.87,102.44,1.22,60.28
29.93,102.85,0.96,61.25
30.97,103.54,1.27,69.34
32.00,100.59,1.39,71.59
33.03,105.07,1.10,67.42
34.07,108.96,1.72,61.20
35.10,109.84,1.74,60.96
