Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,104.17,1.77,49.79
4.97,112.50,1.59,57.92
5.97,113.72,1.71,46.81
7.00,117.14,2.73,60.70
8.03,110.22,1.84,54.27
9.03,111.21,1.32,50.38
10.03,97.55,1.24,53.64
11.10,114.84,1.38,58.56
12.13,113.41,1.32,54.11
13.17,111.99,1.46,53.17
14.13,112.41,2.65,76.06
15.17,113.67,2.12,64.10
16.20,104.23,3.03,55.43
17.27,105.19,3.92,58.68
18.27,105.67,2.69,55.41
19.27,103.90,1.82,60.68
20.30,104.49,1.52,62.70
21.30,103.37,1.88,61.33
22.33,108.14,2.91,80.80
23.37,108.45,1.23,64.71
24.40,102.71,2.70,52.80
25.43,102.74,2.68,63.89
26.47,100.50,1.57,65.02
27.47,105.24,1.58,59.99
28.50,103.08,1.22,60.28
29.53,106.38,0.96,61.25
30.53,106.24,1.27,69.34
31.53,104.82,1.39,71.59
32.57,105.35,1.10,67.42
33.57,107.51,1.72,61.20
34.60,104.04,1.74,60.96
35.60,105.92,1.23,60.44
36.60,101.25,1.91,64.29
37.60,104.70,2.61,50.79
38.57,103.73,1.01,46.16
