Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.10,106.52,1.77,49.79
5.27,120.60,1.59,57.92
6.27,126.79,1.71,46.81
7.33,121.89,2.73,60.70
8.37,116.81,1.84,54.27
9.37,120.00,1.32,50.38
10.40,114.71,1.24,53.64
11.43,115.97,1.38,58.56
12.50,112.80,1.32,54.11
13.47,110.82,1.46,53.17
14.47,105.88,2.65,76.06
15.47,114.67,2.12,64.10
16.50,103.61,3.03,55.43
17.47,104.38,3.92,58.68
18.50,106.56,2.69,55.41
19.53,104.55,1.82,60.68
20.57,98.66,1.52,62.70
21.60,105.71,1.88,61.33
22.67,104.19,2.91,80.80
23.67,102.96,1.23,64.71
24.70,101.70,2.70,52.80
25.70,100.95,2.68,63.89
26.73,104.92,1.57,65.02
27.77,103.63,1.58,59.99
28.77,100.83,1.22,60.28
29.80,101.23,0.96,61.25
30.80,104.93,1.27,69.34
31.80,104.42,1.39,71.59
32.80,108.01,1.10,67.42
33.77,108.62,1.72,61.20
34.70,107.91,1.74,60.96
35.70,107.41,1.23,60.44
