Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.74,92.68,1.77,49.79
6.77,90.48,1.59,57.92
7.81,103.98,1.71,46.81
8.88,105.79,2.73,60.70
9.88,92.93,1.84,54.27
10.91,103.01,1.32,50.38
11.95,100.80,1.24,53.64
12.98,98.50,1.38,58.56
14.05,104.18,1.32,54.11
15.08,110.61,1.46,53.17
16.08,106.74,2.65,76.06
17.08,107.86,2.12,64.10
18.12,96.12,3.03,55.43
19.19,88.47,3.92,58.68
20.19,95.42,2.69,55.41
21.19,97.58,1.82,60.68
22.19,98.85,1.52,62.70
23.22,88.12,1.88,61.33
24.26,95.60,2.91,80.80
25.33,100.45,1.23,64.71
26.36,100.21,2.70,52.80
27.39,94.37,2.68,63.89
28.43,99.67,1.57,65.02
29.50,97.06,1.58,59.99
30.53,97.73,1.22,60.28
31.56,94.45,0.96,61.25
32.60,95.04,1.27,69.34
33.67,95.18,1.39,71.59
