Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,97.39,1.77,49.79
4.90,133.20,1.59,57.92
5.97,120.75,1.71,46.81
7.01,115.88,2.73,60.70
8.04,109.17,1.84,54.27
9.08,110.30,1.32,50.38
10.14,109.80,1.24,53.64
11.18,110.13,1.38,58.56
12.21,105.27,1.32,54.11
13.25,109.04,1.46,53.17
14.31,101.39,2.65,76.06
15.35,103.39,2.12,64.10
16.38,102.08,3.03,55.43
17.42,108.93,3.92,58.68
18.49,110.47,2.69,55.41
19.52,108.59,1.82,60.68
20.55,113.53,1.52,62.70
21.59,114.17,1.88,61.33
22.66,110.75,2.91,80.80
23.69,112.61,1.23,64.71
24.72,109.51,2.70,52.80
25.76,109.45,2.68,63.89
26.83,106.66,1.57,65.02
27.86,107.86,1.58,59.99
28.90,112.21,1.22,60.28
29.93,111.43,0.96,61.25
30.96,112.79,1.27,69.34
32.00,114.16,1.39,71.59
33.03,112.23,1.10,67.42
34.07,108.17,1.72,61.20
35.14,109.64,1.74,60.96
36.17,108.97,1.23,60.44
37.17,109.19,1.91,64.29
38.17,108.59,2.61,50.79
