Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,102.11,1.77,49.79
5.71,107.20,1.59,57.92
6.71,107.38,1.71,46.81
7.77,110.23,2.73,60.70
8.81,104.09,1.84,54.27
9.84,98.83,1.32,50.38
10.84,99.87,1.24,53.64
11.34,96.57,1.38,58.56
12.11,98.64,1.32,54.11
13.15,101.49,1.46,53.17
14.18,105.00,2.65,76.06
15.22,101.24,2.12,64.10
16.28,102.83,3.03,55.43
17.32,101.32,3.92,58.68
18.35,98.30,2.69,55.41
19.39,105.51,1.82,60.68
20.45,107.07,1.52,62.70
21.49,101.08,1.88,61.33
22.52,104.16,2.91,80.80
23.56,107.66,1.23,64.71
24.62,100.90,2.70,52.80
25.66,107.04,2.68,63.89
26.69,107.14,1.57,65.02
27.73,108.46,1.58,59.99
28.80,109.52,1.22,60.28
29.83,109.35,0.96,61.25
30.86,111.58,1.27,69.34
31.90,107.79,1.39,71.59
32.97,110.71,1.10,67.42
34.00,108.19,1.72,61.20
35.04,107.31,1.74,60.96
36.07,107.83,1.23,60.44
37.14,109.09,1.91,64.29
38.17,110.91,2.61,50.79
39.21,106.35,1.01,46.16
