Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.20,109.69,1.77,49.79
5.30,137.25,1.59,57.92
6.30,124.29,1.71,46.81
7.33,121.28,2.73,60.70
8.37,120.00,1.84,54.27
9.40,115.81,1.32,50.38
10.47,115.28,1.24,53.64
11.50,113.81,1.38,58.56
12.53,109.17,1.32,54.11
13.57,105.30,1.46,53.17
14.63,110.77,2.65,76.06
15.63,109.94,2.12,64.10
16.67,108.72,3.03,55.43
17.70,102.93,3.92,58.68
18.70,107.02,2.69,55.41
19.73,106.54,1.82,60.68
20.77,110.37,1.52,62.70
21.80,107.42,1.88,61.33
22.77,108.15,2.91,80.80
23.80,108.64,1.23,64.71
24.80,103.78,2.70,52.80
25.80,104.45,2.68,63.89
26.77,103.61,1.57,65.02
27.77,103.96,1.58,59.99
28.73,101.47,1.22,60.28
29.73,103.36,0.96,61.25
30.73,104.64,1.27,69.34
31.73,103.95,1.39,71.59
32.73,102.64,1.10,67.42
33.70,104.83,1.72,61.20
34.70,104.82,1.74,60.96
35.70,105.81,1.23,60.44
36.70,102.82,1.91,64.29
37.73,103.31,2.61,50.79
