Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,109.46,1.77,49.79
4.97,143.86,1.59,57.92
6.04,117.59,1.71,46.81
7.07,105.68,2.73,60.70
8.11,124.57,1.84,54.27
9.14,128.09,1.32,50.38
10.21,115.87,1.24,53.64
11.24,110.81,1.38,58.56
12.28,113.28,1.32,54.11
13.31,103.36,1.46,53.17
14.38,110.89,2.65,76.06
15.42,109.44,2.12,64.10
16.45,107.94,3.03,55.43
17.48,107.76,3.92,58.68
18.55,107.09,2.69,55.41
19.59,105.96,1.82,60.68
20.62,111.23,1.52,62.70
21.65,109.69,1.88,61.33
22.72,113.02,2.91,80.80
23.76,112.93,1.23,64.71
24.79,111.61,2.70,52.80
25.83,105.68,2.68,63.89
26.89,109.41,1.57,65.02
27.93,107.70,1.58,59.99
28.96,105.07,1.22,60.28
30.00,106.72,0.96,61.25
31.06,107.74,1.27,69.34
