Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.03,97.43,1.77,49.79
5.27,97.73,1.59,57.92
6.31,99.31,1.71,46.81
7.34,94.29,2.73,60.70
8.38,81.87,1.84,54.27
9.41,91.43,1.32,50.38
10.44,92.90,1.24,53.64
11.48,93.72,1.38,58.56
12.51,84.33,1.32,54.11
13.58,84.12,1.46,53.17
14.61,83.38,2.65,76.06
15.65,82.38,2.12,64.10
16.68,82.24,3.03,55.43
17.75,89.78,3.92,58.68
18.79,88.88,2.69,55.41
19.79,90.35,1.82,60.68
20.82,87.61,1.52,62.70
21.86,90.45,1.88,61.33
22.92,90.51,2.91,80.80
23.96,91.54,1.23,64.71
24.99,91.70,2.70,52.80
26.03,90.03,2.68,63.89
27.09,89.85,1.57,65.02
28.13,95.96,1.58,59.99
29.16,93.62,1.22,60.28
30.16,90.73,0.96,61.25
31.16,90.28,1.27,69.34
32.20,89.94,1.39,71.59
33.20,87.05,1.10,67.42
34.20,88.09,1.72,61.20
35.20,88.41,1.74,60.96
36.20,87.60,1.23,60.44
37.20,88.01,1.91,64.29
38.20,92.63,2.61,50.79
39.21,89.89,1.01,46.16
40.24,89.71,1.32,49.36
41.24,89.32,1.35,54.53
42.24,91.53,1.62,46.03
