Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.20,104.35,1.77,49.79
5.44,103.63,1.59,57.92
6.47,109.89,1.71,46.81
7.51,122.82,2.73,60.70
8.54,123.16,1.84,54.27
9.61,123.98,1.32,50.38
10.64,122.09,1.24,53.64
11.64,126.19,1.38,58.56
12.68,121.57,1.32,54.11
13.71,119.57,1.46,53.17
14.78,108.55,2.65,76.06
15.82,107.87,2.12,64.10
16.85,109.03,3.03,55.43
17.88,107.91,3.92,58.68
18.92,112.79,2.69,55.41
19.92,110.30,1.82,60.68
20.95,107.05,1.52,62.70
21.96,109.92,1.88,61.33
22.96,116.29,2.91,80.80
23.99,109.95,1.23,64.71
25.03,111.12,2.70,52.80
26.06,106.63,2.68,63.89
27.09,106.41,1.57,65.02
28.13,102.09,1.58,59.99
29.16,103.25,1.22,60.28
30.16,107.25,0.96,61.25
31.20,105.79,1.27,69.34
32.23,109.45,1.39,71.59
33.27,107.72,1.10,67.42
34.27,107.60,1.72,61.20
35.30,107.40,1.74,60.96
36.34,108.40,1.23,60.44
37.37,101.01,1.91,64.29
38.41,104.90,2.61,50.79
