Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,86.26,1.77,49.79
5.11,88.80,1.59,57.92
6.14,88.84,1.71,46.81
7.17,86.07,2.73,60.70
8.21,85.46,1.84,54.27
9.28,85.30,1.32,50.38
10.31,67.28,1.24,53.64
11.31,78.80,1.38,58.56
12.35,83.46,1.32,54.11
13.35,84.30,1.46,53.17
14.41,78.57,2.65,76.06
15.42,89.98,2.12,64.10
16.42,89.76,3.03,55.43
17.45,95.04,3.92,58.68
18.49,92.61,2.69,55.41
19.49,89.66,1.82,60.68
20.49,88.66,1.52,62.70
21.55,97.58,1.88,61.33
22.59,92.62,2.91,80.80
23.62,94.02,1.23,64.71
24.66,91.71,2.70,52.80
25.73,87.51,2.68,63.89
